일자(년월일),달러(원),위안(원)
2025-06-16,1363.8,189.9
2025-06-17,1362.7,189.6
2025-06-18,1369.4,190.49
2025-06-19,1380.2,191.75
2025-06-20,1365.6,190.33
2025-06-23,1384.3,192.36
2025-06-24,1360.2,189.64
2025-06-25,1362.4,190.16
2025-06-26,1356.9,189.24
2025-06-27,1357.4,189.3
2025-06-30,1350,188.4
2025-07-01,1355.9,189.29
2025-07-02,1358.7,189.5
2025-07-03,1359.4,189.93
2025-07-04,1362.3,190.05
2025-07-07,1367.8,190.69
2025-07-08,1367.9,190.65
2025-07-09,1375,191.39
2025-07-10,1370,191.06
2025-07-11,1375.4,191.88
2025-07-14,1381.2,192.61
2025-07-15,1380.2,192.26
2025-07-16,1385.7,192.97
2025-07-17,1392.6,193.81
2025-07-18,1393,193.87
2025-07-21,1388.2,193.37
2025-07-22,1387.8,193.44
2025-07-23,1379.8,192.68
2025-07-24,1367.2,191.15
2025-07-25,1377.9,192.41
2025-07-28,1382,192.72
2025-07-29,1391,193.74
2025-07-30,1383.1,192.62
2025-07-31,1387,192.54
2025-08-01,1401.4,194.09
2025-08-04,1385.2,192.96
2025-08-05,1388.3,193.22
2025-08-06,1389.5,193.15
2025-08-07,1381.2,192.31
2025-08-08,1389.6,193.42
2025-08-11,1388,193.19
2025-08-12,1389.9,193.07
2025-08-13,1381.7,192.51
2025-08-14,1382,192.71
2025-08-18,1385,192.73
2025-08-19,1390.9,193.48
2025-08-20,1398.4,194.6
