Date,Asia Total,Japan,China,Taiwan,Philippines,Hong Kong,Thailand,Malaysia,Singapore,Indonesia,India,Vietnam,Myanmar,Mongolia,Sri Lanka,Pakistan,Bangladesh,Asia Other,Middle East Total,Uzbekistan,Turkiye,Israel,Iran,Kazakhstan,Jordan,Saudi Arabia,Iraq,Middle East Other,Americas Total,United States,Canada,Brazil,Mexico,Chile,Argentina,Colombia,Peru,Venezuela,Ecuador,Cuba,Americas Other,Europe Total,Russia,Germany,UK,France,Netherlands,Ukraine,Italy,Bulgaria,Sweden,Poland,Denmark,Greece,Switzerland,Norway,Spain,Romania,Belgium,Europe Other,Oceania Total,Australia,New Zealand,Kiribati,Fiji,Oceania Other,Africa Total,South Africa,Nigeria,Egypt,Africa Other,Other Countries,Overseas Koreans,Unknown,Total
2020-12-01,35923,951,7987,264,9718,59,383,261,381,4790,2283,1769,5927,135,208,135,152,520,1167,174,385,35,13,252,44,10,48,206,14082,12102,1444,104,318,12,13,16,6,20,7,0,40,9054,1962,1111,554,898,1115,1002,161,189,39,307,79,169,39,20,68,186,118,1037,387,230,125,20,1,11,816,98,19,103,596,915,915,0,62344
2021-01-01,31329,1299,7346,253,8087,61,628,237,86,3193,2725,1012,5249,119,224,176,164,470,1510,395,323,19,23,452,35,32,50,181,14091,12013,1488,144,283,18,20,23,8,24,15,1,54,9298,1911,1129,407,1109,1156,993,186,138,76,336,107,206,53,59,106,256,130,940,348,205,104,13,10,16,1006,79,34,80,813,815,811,4,58397
2021-02-01,36489,1719,11982,444,8006,129,405,394,92,3543,2320,1702,4268,327,161,325,109,563,2220,615,376,18,47,737,50,89,53,235,13233,11212,1300,152,328,33,25,45,21,33,19,2,63,11336,2432,1476,485,1811,853,1207,303,151,118,269,83,190,147,62,208,223,175,1143,363,187,118,46,7,5,1156,70,83,93,910,785,779,6,65582
2021-03-01,45861,949,18980,326,9268,89,474,333,83,3593,2970,2144,4772,178,385,270,428,619,2634,930,477,37,41,643,55,55,44,352,14191,12321,1332,117,270,15,26,20,16,16,7,3,48,9987,2417,1069,344,1013,1161,1329,182,222,56,316,56,301,69,36,165,254,115,882,310,172,107,19,6,6,805,60,53,84,608,816,808,8,74604
2021-04-01,40822,872,16830,278,8398,38,505,252,101,3680,2357,1349,4334,157,306,417,199,749,3052,1444,363,93,15,627,37,18,39,416,14852,12944,1402,91,289,12,16,17,5,16,1,3,56,9356,2311,1171,283,795,1237,1206,218,120,59,272,68,235,70,26,84,261,101,839,377,169,123,71,6,8,704,31,13,108,552,949,947,2,70112
2021-05-01,39701,1403,14221,349,8948,95,628,253,77,4089,1942,1726,4299,276,288,131,238,738,2813,1140,396,89,24,571,46,56,48,443,19617,17278,1707,105,366,12,22,24,10,16,9,2,66,10297,2785,1297,345,1033,1243,1136,238,94,67,298,54,244,95,34,121,214,125,874,294,175,98,0,8,13,726,61,21,122,522,1015,1011,4,74463
2021-06-01,40557,875,12942,275,9572,79,928,323,95,4529,2072,2133,4985,288,298,203,154,806,3269,1534,415,104,16,518,45,40,48,549,20408,18159,1732,108,226,16,25,37,14,27,9,1,54,10637,2899,1246,628,808,1148,1137,243,138,91,299,98,234,86,63,120,186,154,1059,305,192,94,4,4,11,864,109,21,176,558,989,986,3,77029
2021-07-01,40992,881,13469,304,10247,94,705,352,137,4511,2697,1704,4521,323,333,121,173,420,3671,1539,481,108,22,711,75,70,55,610,24555,21775,2167,149,244,15,59,35,15,26,11,5,54,11199,2575,1479,937,1037,1043,1107,246,146,87,327,105,233,143,66,129,245,167,1127,433,256,151,14,0,12,902,123,16,132,631,1253,1250,3,83005
2021-08-01,48395,2258,17103,601,10951,197,600,566,205,4175,3125,1994,4116,992,342,163,145,862,4407,1488,678,119,96,868,98,134,133,793,23997,20561,2274,220,421,34,27,174,52,35,40,4,155,16873,2750,2797,1447,1884,1275,1259,522,176,279,432,256,274,228,142,511,265,334,2042,496,281,136,12,9,58,1712,223,94,231,1164,1207,1198,9,97087
2021-09-01,45837,1142,19144,294,9745,127,845,348,198,3029,2734,1788,4065,1033,380,193,149,623,3958,1616,397,45,43,904,93,58,75,727,23575,19227,3722,109,282,18,26,35,33,22,10,2,89,13607,3077,1810,841,1638,1075,1167,394,171,158,357,103,293,169,75,313,331,204,1431,392,259,122,1,5,5,1097,115,63,205,714,1334,1328,6,89800
2021-10-01,42839,1237,14035,341,10683,117,897,396,361,3226,3192,1511,5062,424,339,118,247,653,3930,1194,589,183,31,564,88,202,49,1030,26776,21607,4447,179,254,27,38,51,38,23,16,0,96,15553,3078,2360,1109,1600,1167,1261,572,147,196,428,180,400,184,179,310,376,248,1758,498,315,167,5,3,8,1086,94,64,224,704,1734,1728,6,92416
2021-11-01,46225,1623,12472,375,11187,119,900,583,2414,3929,2745,2132,5388,384,401,164,344,1065,2936,856,413,134,58,352,65,168,58,832,25151,20123,4239,155,279,33,45,72,30,33,45,4,93,16630,3622,2382,1259,1736,1140,1308,701,174,207,487,179,277,154,120,449,324,235,1876,835,609,206,4,7,9,1177,127,34,233,783,1404,1404,0,94358
2021-12-01,50822,1007,11691,290,11141,113,804,451,3676,5066,2459,3751,5669,1268,600,283,596,1957,2569,923,415,90,43,265,46,176,61,550,21379,16805,3985,154,230,21,25,37,16,30,13,3,60,12557,3040,1822,889,1236,936,1096,286,156,131,293,107,430,98,59,203,360,160,1255,923,683,234,0,2,4,852,103,26,219,504,1048,1042,6,90150
2022-01-01,42967,1162,9489,309,9363,76,1108,557,1345,4550,2871,2318,5215,628,751,363,720,2142,2757,1003,498,110,61,245,71,127,39,603,19748,15570,3453,196,255,35,22,48,32,24,15,2,96,13654,3038,1718,1018,1585,926,1032,409,217,185,382,143,386,92,121,229,359,205,1609,827,611,193,4,10,9,1048,104,25,193,726,850,849,1,81851
2022-02-01,55736,2934,16752,857,9038,272,1492,987,1489,4425,3249,5002,4291,1174,475,538,689,2072,3856,1575,540,93,112,450,96,157,77,756,19869,15845,2920,257,445,71,26,78,32,34,35,3,123,17012,3283,2384,1064,2832,1162,1096,571,159,215,510,188,303,186,115,336,370,274,1964,865,634,210,10,7,4,1708,435,72,177,1024,953,916,37,99999
2022-03-01,56000,1397,14726,410,11397,150,1452,624,2450,4234,3303,5096,4781,1304,817,490,898,2471,3820,1510,574,107,144,418,91,135,92,749,20390,16968,2681,192,298,24,28,34,35,30,9,1,90,13140,2347,1802,995,1692,979,1013,484,234,138,390,107,417,117,60,396,417,187,1365,1012,754,220,23,2,13,1355,206,66,222,861,1051,1043,8,96768
2022-04-01,56662,2231,10230,505,12138,140,3664,1280,3805,4331,3114,4041,4728,1018,611,637,1117,3072,5192,1454,1392,241,67,829,33,68,124,984,37993,30882,5559,398,512,84,84,128,40,45,31,0,230,21662,2727,3483,2145,3307,1711,1000,840,202,364,622,399,289,472,262,821,372,396,2250,3027,2476,506,13,7,25,1235,280,43,178,734,2148,2139,9,127919
2022-05-01,78097,3701,11253,786,14119,307,8772,2432,6776,5643,4250,6429,5613,1161,757,609,1095,4394,9533,2275,2020,445,138,2967,78,414,91,1105,51659,42490,7053,575,586,97,112,192,93,37,77,4,343,27884,3515,4712,3103,4199,1986,1046,1312,251,526,853,461,420,476,382,814,413,527,2888,4457,3613,811,4,17,12,2033,361,174,242,1256,2259,2244,15,175922
2022-06-01,110141,5855,12741,1008,15139,662,16822,3415,10462,8265,5160,12884,5275,3864,1438,725,1213,5213,12505,3152,1594,444,190,4732,166,552,104,1571,64865,55444,7231,716,549,161,119,202,71,39,46,6,281,30561,4400,5000,3495,4191,2011,1096,1339,285,785,1001,453,405,552,472,901,425,563,3187,5160,4147,967,6,33,7,2032,307,84,335,1306,2449,2445,4,227713
2022-07-01,135377,11789,17907,1756,18146,1237,16808,3799,7832,8998,6656,18867,6654,5892,1420,800,1314,5502,13804,3997,1582,475,183,4319,123,844,136,2145,65303,53942,8871,739,645,168,151,194,101,55,54,21,362,38782,5641,6093,4442,5947,2854,1226,1581,402,585,946,613,599,990,406,1325,505,842,3785,5666,4418,1153,21,15,59,2627,486,89,313,1739,2427,2384,43,263986
2022-08-01,171567,26482,30248,4401,17304,2043,11056,4826,7567,10035,7159,24670,6619,8749,1293,1034,1959,6122,16147,5781,1938,481,300,3658,163,1185,158,2483,61643,50299,8077,883,911,192,167,298,169,66,99,8,474,49373,6108,8706,5675,8885,2895,1189,2318,345,843,1174,758,589,1002,529,2123,531,927,4776,6071,4835,1156,5,41,34,3781,856,189,388,2348,2363,2319,44,310945
2022-09-01,183027,27560,29531,4555,18191,3225,13315,6354,14862,9344,7227,22784,5959,8915,1837,966,1395,7007,15371,5377,1737,1174,287,3055,215,940,126,2460,75336,60435,11117,915,1078,247,216,361,148,71,123,9,616,47106,6391,9006,5220,7218,2761,1072,2043,304,783,1504,704,450,1170,517,1752,589,1022,4600,10240,8180,1959,8,35,58,3271,519,244,405,2103,3287,3269,18,337638
2022-10-01,292665,67159,22940,11358,26966,11216,34428,12349,24761,14750,7968,32010,7206,8002,1910,1589,1228,6825,14785,3761,2151,1409,422,2925,220,1167,200,2530,92022,73560,13205,1426,1298,341,349,481,239,105,157,14,847,56930,6553,9208,6615,9539,3243,1331,2875,329,1242,1705,1044,584,1458,693,2268,885,1134,6224,11738,9086,2517,15,50,70,4344,748,342,524,2730,3613,3595,18,476097
2022-11-01,297761,62422,24174,17914,23963,14721,29316,13113,33212,14299,8253,27313,5472,9986,2357,935,1862,8449,15369,3541,2138,851,320,3542,164,2242,157,2414,80119,64861,11159,1138,1105,292,187,304,262,67,121,10,613,47821,7547,7173,5451,7136,2722,1143,2648,218,1006,1490,770,562,845,540,1950,549,974,5097,12019,9769,2111,4,41,94,3347,472,108,433,2334,3470,3456,14,459906
2022-12-01,379613,84175,27367,29066,24081,27146,41026,20713,50711,17876,5619,23647,4144,11977,1771,825,1784,7685,11355,2769,1887,436,185,3133,97,660,124,2064,78825,63352,11738,1174,994,232,230,334,164,88,68,8,443,42162,8469,5822,5583,6088,2401,1061,1718,230,783,1155,498,582,709,477,1452,457,677,4000,21001,16979,3919,0,48,55,2951,742,123,363,1723,3366,3334,32,539273
2023-01-01,300353,66900,24946,49477,15759,26777,25823,11058,13316,12838,4481,21621,3209,12585,1516,779,1302,7966,10995,3819,1685,394,124,2644,92,505,112,1620,62345,49120,9869,1109,800,232,253,250,188,75,72,3,374,39937,9151,5320,5798,4865,2140,886,1815,162,693,1052,506,485,544,530,1230,409,614,3737,15247,12617,2584,2,27,17,2751,795,117,299,1540,2801,2789,12,434429
2023-02-01,349269,94393,45884,47970,14368,16237,28142,16486,12173,14156,4664,28828,3271,10000,1632,1005,1442,8618,12511,4644,1607,397,139,2781,163,639,88,2053,58796,46204,9040,1027,850,289,209,269,201,79,107,3,518,43348,9080,6197,5105,6623,2877,744,1880,149,686,1185,480,445,705,500,1315,485,717,4175,9618,7899,1665,5,15,34,3233,931,119,376,1807,2473,2455,18,479248
2023-03-01,575973,192318,73390,63504,24735,27155,43084,23569,34337,18520,8427,34929,5248,12412,1996,1110,1762,9477,16110,4289,2177,1546,245,3783,131,1382,152,2405,109322,86430,16866,1599,1434,454,471,518,309,94,152,8,987,74781,13138,12087,10796,9474,3934,1174,3837,358,1362,2084,1312,670,1598,998,2521,995,1184,7259,16948,14179,2646,8,40,75,3718,778,157,406,2377,3723,3710,13,800575
2023-04-01,597763,128309,105967,77187,35258,38138,54431,25679,31144,23281,9722,40640,4162,9909,1326,733,1161,10716,16371,3285,3181,2271,187,3583,102,1228,108,2426,137873,108818,20825,2170,2511,540,481,563,394,117,242,9,1203,102974,15183,18443,15273,15704,4757,1337,4663,604,1849,3256,1336,921,2703,998,3296,1333,1793,9525,25632,21277,4202,3,49,101,4226,1072,141,296,2717,3937,3922,15,888776
2023-05-01,611875,183691,128171,66654,28094,28617,31597,21544,30557,22531,10783,29422,4450,10009,1856,960,1745,11194,17233,3567,2582,1626,287,3817,228,1786,138,3202,129355,101915,19870,2064,1724,457,506,562,434,114,141,25,1543,80325,14119,11656,10517,13163,4347,1391,3904,486,1436,2508,1027,574,1679,738,2431,1011,1466,7872,19262,15711,3204,19,97,231,5200,983,152,495,3570,3880,3867,13,867130
2023-06-01,700892,196512,168035,97365,29393,31874,25023,15799,35377,21914,11503,35848,4771,13187,1807,933,1158,10393,17413,3823,2939,1036,237,3965,221,1695,205,3292,143033,121378,15229,1464,1562,374,313,619,455,93,135,7,1404,70243,14355,9062,8555,9166,3469,1496,3895,376,1899,2427,937,556,1334,1160,2364,858,1097,7237,20885,17094,3613,12,50,116,4557,992,143,416,3006,3615,3601,14,960638
2023-07-01,750567,211468,224805,103566,26215,39527,20184,11356,13348,17934,11052,38402,4991,11114,1597,957,2140,11911,20459,4655,3012,1151,269,4886,243,2483,219,3541,134437,104823,18343,2934,2859,1479,446,767,490,152,414,13,1717,99410,15617,11610,14236,12443,6852,1307,3974,362,3628,2710,2003,632,3481,1970,3610,902,2750,11323,17860,14442,3190,22,87,119,6523,1405,204,500,4414,2932,2909,23,1032188
2023-08-01,842365,263453,259659,98854,24059,43031,17379,15522,15070,18538,11083,39540,5523,11767,1952,1243,2208,13484,21401,5935,2943,1471,316,5332,212,1400,210,3582,107051,83250,16345,1951,2127,427,320,586,343,127,210,26,1339,93254,14198,12875,10344,16487,5192,1534,7381,355,1321,2772,1050,815,1723,728,5404,936,1422,8717,15243,12298,2647,33,94,171,6742,1520,214,739,4269,3077,3066,11,1089133
2023-09-01,831323,250102,263940,92411,27175,30424,23684,21867,26929,16843,11002,36665,5266,11809,2202,1037,1577,8390,21297,5967,3199,1881,468,4617,226,1494,288,3157,123884,96925,18856,1911,2142,554,506,722,625,142,202,8,1291,86309,13815,14491,10477,12053,4586,1350,4320,528,1593,3440,1299,524,2084,777,3500,1353,1820,8299,26015,21637,4144,13,80,141,5527,1063,153,550,3761,3679,3662,17,1098034
2023-10-01,928411,255092,249483,96845,43298,41375,46482,33321,34710,30343,19370,46026,5215,10364,2051,1342,2236,10858,19182,4680,3243,940,373,4526,255,1612,214,3339,148828,115763,22664,2786,2626,607,628,843,557,157,317,3,1877,98449,15557,14147,13352,14642,4828,1845,4912,563,2041,3191,1848,974,2296,1046,3721,1691,1839,9956,24483,20025,4151,26,113,168,6428,1293,164,639,4332,4118,4088,30,1229899
2023-11-01,872078,278322,221469,86141,39219,38052,30164,30565,44456,25643,11477,37039,4795,10984,1265,930,1402,10155,16578,4129,2868,394,248,3687,212,1934,187,2919,120314,93498,19388,2158,1986,427,458,563,447,118,124,4,1143,75231,12837,9772,9990,11251,3671,1620,4250,370,1421,2893,1137,775,1187,757,3279,1110,1295,7616,22377,18609,3591,3,65,109,4770,875,120,490,3285,3642,3619,23,1114990
2023-12-01,837302,195869,253675,80633,35246,42777,33449,33106,56397,27708,9207,31728,5816,11076,2204,1168,1755,15488,13670,3687,2312,318,229,3253,157,1191,113,2410,97989,78291,14554,1681,1520,210,292,381,275,86,101,5,593,53798,11725,7060,6933,7535,2572,1292,2800,234,1045,1674,629,468,883,488,1837,702,881,5040,27294,22816,4319,14,60,85,3578,939,112,437,2090,2994,2975,19,1036625
2024-01-01,704747,143152,280035,93589,26908,25755,20516,16913,14036,19274,9842,21397,5151,12465,2301,1212,1655,10546,15680,5059,2186,455,180,3907,125,1102,142,2524,80547,61754,13400,1855,1228,398,430,358,256,99,89,5,675,53031,11508,6484,6750,6380,2456,1588,2573,269,1068,1725,746,584,992,664,1690,650,694,6210,20524,17251,3150,19,34,70,3788,1031,184,406,2167,2564,2538,26,880881
2024-02-01,856195,183999,343719,96704,25867,35458,22347,29516,15282,19466,9447,39674,5507,10036,2313,1613,2311,12936,17049,6121,2116,386,212,3812,132,1223,230,2817,81912,62607,13679,1664,1319,561,376,421,301,106,148,16,714,54786,10560,7210,6905,8329,2597,1729,2312,267,905,1981,615,590,998,578,1766,713,875,5856,13247,10972,2126,15,70,64,4612,1406,177,513,2516,2443,2431,12,1030244
2024-03-01,1175299,338742,391347,115578,54881,49235,33518,25294,38849,26105,16443,48721,5787,10606,2435,1241,2017,14500,18245,4766,3289,1072,499,5450,139,623,163,2244,154163,119955,23062,3014,3066,595,700,913,562,197,233,7,1859,108310,16707,18571,15993,12182,3950,2070,5789,987,1887,3371,1712,1096,2653,1431,4751,1811,1612,11737,27038,22871,3966,30,59,112,5297,1356,185,376,3380,3396,3383,13,1491748
2024-04-01,1104892,229252,411331,117606,50645,42654,43074,31993,32481,38924,17698,53338,5353,9456,1971,1177,1608,16331,23699,4048,6541,1647,289,4409,170,2349,193,4053,159909,122728,24852,3524,2927,782,839,1092,617,196,334,9,2009,132764,19294,21296,19068,21993,6566,1911,6581,804,2208,5212,1555,1254,3026,1034,3725,2122,2440,12675,30726,26522,3936,9,87,172,7326,1510,138,507,5171,3481,3460,21,1462797
2024-05-01,1100342,278423,395222,116956,44686,45790,28723,27380,37306,31739,18216,38778,6448,10768,2753,1259,1975,13920,20158,3910,3862,1564,344,4558,251,1891,170,3608,157877,122694,24823,3025,2443,762,701,1143,481,176,246,12,1371,106695,17310,15189,13562,17330,5609,1948,5563,512,1716,4591,1354,1071,2459,857,3541,1619,1874,10590,24006,20441,3287,8,86,184,6039,1196,163,529,4151,3346,3324,22,1418463
2024-06-01,1097742,258431,397325,144255,44891,54449,20150,16138,34134,29137,17693,47323,6269,12578,1977,1236,1420,10336,21997,3929,4716,918,328,4338,187,3806,193,3582,181262,151721,20378,2441,2549,457,482,897,522,138,185,69,1423,84560,15753,10066,11417,10989,3664,1874,4980,463,2312,3403,1039,768,1797,1264,3359,1177,1373,8862,22758,19348,3164,19,77,150,6146,1261,167,566,4152,2809,2793,16,1417274
2024-07-01,1103702,242953,459069,142721,34632,58305,18056,12275,14068,22818,14336,45282,6168,12415,2375,1472,2174,14583,23571,4936,4248,1129,320,5134,254,3332,248,3970,155900,120874,23899,2696,3901,450,552,942,466,154,302,6,1658,97810,20899,10617,11169,13994,5600,1705,4626,415,1844,3505,1670,869,2717,1608,4222,1145,1973,9232,19301,16198,2681,17,123,282,5651,1304,136,476,3735,2564,2551,13,1408499
2024-08-01,1254468,323465,505559,148735,35225,61864,16775,12913,17295,24303,15734,47019,8049,12964,2942,1759,3008,16859,25776,6738,4489,1242,704,6120,286,1538,245,4414,140091,102057,22742,2438,8176,556,578,912,503,176,262,49,1642,114651,18692,14477,13458,18450,5884,1860,9306,540,1444,4360,1345,1056,2350,826,7110,1360,1754,10379,17798,14755,2811,29,58,145,7775,2218,253,609,4695,2662,2649,13,1563221
2024-09-01,1144025,310652,422809,126130,40278,40033,18868,29347,26006,27238,17071,44680,7513,14415,2786,1603,2592,12004,24432,7293,4147,1632,435,4832,291,1607,175,4020,149342,109695,22871,2759,8333,776,773,1263,585,208,350,11,1718,109677,18242,16795,13383,14137,5191,2085,5703,682,1955,5130,1501,931,2767,1150,4912,1556,2213,11344,26318,22366,3630,23,98,201,7467,1604,287,779,4797,3039,3006,33,1464300
2024-10-01,1215297,323266,392230,133433,58724,52439,40167,37050,40841,34338,16591,48535,6967,12472,2007,1134,1766,13337,23861,4501,4545,2811,279,5008,255,1772,304,4386,191544,141152,28986,4174,10446,779,897,1614,581,229,463,56,2167,127097,20870,17690,16646,19038,5917,2207,6790,759,2381,4623,2055,965,3306,1116,5364,1961,2332,13077,31945,26742,4838,11,112,242,7086,1655,230,666,4535,3433,3414,19,1600263
2024-11-01,1077852,341198,297840,119505,50599,46766,28920,30623,43582,29100,12927,40504,6540,11398,1984,1139,1735,13492,19700,4414,3321,1363,287,4116,240,2468,201,3290,143531,108982,18965,3107,8013,644,517,1092,407,147,227,11,1419,86956,14876,10618,10924,12628,4364,1828,5403,441,1650,3700,1286,1023,1613,918,4143,1076,1482,8983,24709,20536,3823,9,104,237,5455,958,256,555,3686,2873,2856,17,1361076
2024-12-01,1030128,250546,306787,118696,49424,58670,32742,31394,61548,33743,10670,36169,6582,12329,1822,997,1698,16311,14654,3786,2567,570,191,3209,163,940,130,3098,123433,95889,16675,2595,5487,275,391,727,342,103,124,8,817,64616,12487,8172,8218,9058,3240,1609,3797,355,1467,1938,852,614,1141,746,2448,827,1004,6643,31315,26336,4765,10,95,109,4116,1054,114,472,2476,2601,2584,17,1270863
2025-01-01,920897,174717,364460,135434,36740,44278,20447,26188,17575,27516,10783,24922,5773,15487,2455,1062,1769,11291,15871,5343,2461,480,185,4007,140,855,131,2269,97819,74262,13975,2488,4226,451,536,557,310,115,128,2,769,53208,11513,6053,6905,6719,2656,1528,2956,256,849,2000,638,572,779,626,1813,694,783,5868,22872,19468,3226,9,42,127,4489,1330,119,421,2619,2087,2070,17,1117243
2025-02-01,941351,224482,340860,120015,37689,30270,20598,25161,15485,24574,11586,51313,6876,11164,2598,1572,2665,14443,18049,6468,2395,675,184,4285,193,896,186,2767,96522,72445,14252,1970,4586,729,550,513,392,83,153,6,843,60422,11857,7597,7398,8914,2802,1815,3119,270,1049,2460,674,615,984,620,2019,778,951,6500,15078,12638,2299,6,43,92,5077,1536,166,516,2859,1909,1893,16,1138408
2025-03-01,1272817,383312,416849,140017,50973,44030,27942,24780,36370,32325,16082,52874,7023,14847,2559,1105,1830,19899,24237,5829,5440,2029,633,6267,197,789,224,2829,173633,132117,25018,4012,6549,688,1094,1250,625,198,302,12,1768,111272,19322,18334,15717,12830,4587,1981,5703,949,1888,4982,1403,1200,2310,1192,4064,1923,1565,11322,24817,20574,4002,6,55,180,5288,1308,148,435,3397,2532,2506,26,1614596
2025-04-01,1251246,257903,443230,151613,69393,64591,40689,30811,37953,36580,21196,52792,6877,12996,2242,1242,1871,19267,28436,4092,7100,3052,444,6044,205,2049,274,5176,206644,153381,30972,4511,9977,851,1223,1852,827,228,315,10,2497,168563,26827,27847,24459,22806,7228,2192,9201,1388,2673,6003,2137,1469,4261,1857,5904,2697,2877,16737,41623,36222,5036,16,91,258,7929,1839,129,665,5296,2672,2651,21,1707113
2025-05-01,1271869,291626,484390,150272,60559,51363,29480,27416,37734,34665,22256,41565,7575,11659,2413,1067,1825,16004,23003,4381,4920,2207,314,5229,245,1920,214,3573,177051,132324,27787,3656,6554,877,1083,1481,687,191,335,13,2063,120757,21633,15251,16606,17440,6388,2109,6357,751,1957,5222,1303,1068,2785,1005,4429,1670,2072,12711,27238,23013,3949,5,83,188,6965,1844,122,606,4393,2504,2487,17,1629387
2025-06-01,1260012,287140,477052,164885,53128,56109,21179,19945,40211,32029,19905,45408,7591,16955,2578,1230,1806,12861,23494,4413,5347,1315,178,5636,254,2512,170,3669,204079,166242,22065,3182,6303,787,760,1534,697,210,315,37,1947,100512,19040,11925,13937,12208,5025,1967,6041,451,2416,4070,1058,939,2219,1382,4433,1431,1371,10599,22899,19360,3302,11,74,152,6069,1540,135,616,3778,2155,2132,23,1619220
2025-07-01,1391490,299782,602147,199280,41692,64224,20856,13840,16008,28651,16605,47692,7049,14456,2215,1256,1902,13835,27299,5741,5982,1692,246,6269,201,2598,256,4314,173093,131832,24316,3442,8430,525,664,1347,534,199,252,18,1534,111750,20446,11340,13020,16896,6924,2126,5707,517,1908,4617,1926,929,3051,1769,5893,1392,2241,11048,20263,16861,3025,10,101,266,7356,1732,161,588,4875,1948,1929,19,1733199
2025-08-01,1473005,378852,604618,191565,40847,64860,18844,15516,15894,24800,15853,51664,8084,15682,3063,1636,3176,18051,31760,8625,6300,1841,368,7222,222,1752,230,5200,151936,111754,24153,3103,7584,611,648,1222,698,205,363,20,1575,135713,21474,16519,15571,21602,6891,1880,12971,568,1690,5136,1460,1394,2374,946,9481,1731,1807,12218,17578,14565,2731,4,79,199,8465,2300,232,594,5339,1875,1854,21,1820332
2025-09-01,1332420,370709,503186,154992,47625,40879,21535,31359,29816,26703,19353,46001,7323,13727,2681,1383,2242,12906,31268,8449,6022,3885,527,5607,251,1678,266,4583,169071,121682,27534,3751,8869,924,874,1679,772,283,400,43,2260,129596,19476,19312,16239,16097,6184,2090,7502,804,2527,6748,1992,1174,3294,1533,6005,1865,2570,14184,30894,25954,4639,13,81,207,7436,1590,238,706,4902,2128,2096,32,1702813
